study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy
PRJEB8640	ERP009661	SAMEA3267902	ERS663879	ERX711483	ERR768210	549062	Heriades truncorum	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768210/ERR768210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768210/ERR768210_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768210/ERR768210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768210/ERR768210_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ125_S221_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ125_S221_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ125_S221_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ125_S221_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267903	ERS663880	ERX711484	ERR768211	549062	Heriades truncorum	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768211/ERR768211_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768211/ERR768211_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768211/ERR768211_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768211/ERR768211_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ126_S222_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ126_S222_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ126_S222_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ126_S222_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267904	ERS663881	ERX711485	ERR768212	549062	Heriades truncorum	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768212/ERR768212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768212/ERR768212_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768212/ERR768212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768212/ERR768212_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ127_S223_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ127_S223_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ127_S223_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ127_S223_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267905	ERS663882	ERX711486	ERR768213	549062	Heriades truncorum	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768213/ERR768213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768213/ERR768213_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768213/ERR768213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768213/ERR768213_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ128_S224_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ128_S224_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ128_S224_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ128_S224_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267906	ERS663883	ERX711487	ERR768214	549062	Heriades truncorum	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768214/ERR768214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768214/ERR768214_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768214/ERR768214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768214/ERR768214_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ129_S225_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ129_S225_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ129_S225_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ129_S225_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267801	ERS663778	ERX711488	ERR768215	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768215/ERR768215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768215/ERR768215_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768215/ERR768215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768215/ERR768215_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ12_S12_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ12_S12_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ12_S12_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ12_S12_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267907	ERS663884	ERX711489	ERR768216	549062	Heriades truncorum	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768216/ERR768216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768216/ERR768216_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768216/ERR768216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768216/ERR768216_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ130_S226_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ130_S226_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ130_S226_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ130_S226_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267908	ERS663885	ERX711490	ERR768217	549062	Heriades truncorum	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768217/ERR768217_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768217/ERR768217_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768217/ERR768217_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768217/ERR768217_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ131_S227_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ131_S227_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ131_S227_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ131_S227_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267909	ERS663886	ERX711491	ERR768218	549062	Heriades truncorum	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768218/ERR768218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768218/ERR768218_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768218/ERR768218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768218/ERR768218_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ132_S228_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ132_S228_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ132_S228_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ132_S228_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267910	ERS663887	ERX711492	ERR768219	549062	Heriades truncorum	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768219/ERR768219_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768219/ERR768219_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768219/ERR768219_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768219/ERR768219_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ133_S229_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ133_S229_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ133_S229_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ133_S229_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267911	ERS663888	ERX711493	ERR768220	549062	Heriades truncorum	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768220/ERR768220_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768220/ERR768220_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768220/ERR768220_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768220/ERR768220_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ134_S230_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ134_S230_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ134_S230_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ134_S230_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267912	ERS663889	ERX711494	ERR768221	549062	Heriades truncorum	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768221/ERR768221_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768221/ERR768221_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768221/ERR768221_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768221/ERR768221_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ135_S231_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ135_S231_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ135_S231_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ135_S231_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3268176	ERS664153	ERX711495	ERR768222	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768222/ERR768222_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768222/ERR768222_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768222/ERR768222_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768222/ERR768222_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ136_S232_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ136_S232_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ136_S232_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ136_S232_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3268177	ERS664154	ERX711496	ERR768223	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768223/ERR768223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768223/ERR768223_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768223/ERR768223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768223/ERR768223_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ137_S233_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ137_S233_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ137_S233_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ137_S233_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267913	ERS663890	ERX711497	ERR768224	549062	Heriades truncorum	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768224/ERR768224_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768224/ERR768224_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768224/ERR768224_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768224/ERR768224_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ138_S234_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ138_S234_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ138_S234_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ138_S234_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267914	ERS663891	ERX711498	ERR768225	549062	Heriades truncorum	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768225/ERR768225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768225/ERR768225_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768225/ERR768225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768225/ERR768225_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ139_S235_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ139_S235_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ139_S235_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ139_S235_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267802	ERS663779	ERX711499	ERR768226	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768226/ERR768226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768226/ERR768226_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768226/ERR768226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768226/ERR768226_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ13_S13_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ13_S13_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ13_S13_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ13_S13_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267915	ERS663892	ERX711500	ERR768227	549062	Heriades truncorum	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768227/ERR768227_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768227/ERR768227_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768227/ERR768227_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768227/ERR768227_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ140_S236_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ140_S236_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ140_S236_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ140_S236_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267916	ERS663893	ERX711501	ERR768228	549062	Heriades truncorum	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768228/ERR768228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768228/ERR768228_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768228/ERR768228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768228/ERR768228_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ141_S237_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ141_S237_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ141_S237_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ141_S237_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267917	ERS663894	ERX711502	ERR768229	549062	Heriades truncorum	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768229/ERR768229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768229/ERR768229_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768229/ERR768229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768229/ERR768229_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ142_S238_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ142_S238_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ142_S238_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ142_S238_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267918	ERS663895	ERX711503	ERR768230	549062	Heriades truncorum	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768230/ERR768230_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768230/ERR768230_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768230/ERR768230_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768230/ERR768230_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ143_S239_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ143_S239_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ143_S239_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ143_S239_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267919	ERS663896	ERX711504	ERR768231	549062	Heriades truncorum	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768231/ERR768231_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768231/ERR768231_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768231/ERR768231_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768231/ERR768231_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ144_S240_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ144_S240_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ144_S240_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ144_S240_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267920	ERS663897	ERX711505	ERR768232	549062	Heriades truncorum	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768232/ERR768232_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768232/ERR768232_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768232/ERR768232_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768232/ERR768232_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ145_S241_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ145_S241_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ145_S241_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ145_S241_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267921	ERS663898	ERX711506	ERR768233	549062	Heriades truncorum	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768233/ERR768233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768233/ERR768233_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768233/ERR768233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768233/ERR768233_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ146_S242_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ146_S242_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ146_S242_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ146_S242_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267922	ERS663899	ERX711507	ERR768234	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768234/ERR768234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768234/ERR768234_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768234/ERR768234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768234/ERR768234_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ147_S243_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ147_S243_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ147_S243_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ147_S243_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267923	ERS663900	ERX711508	ERR768235	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768235/ERR768235_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768235/ERR768235_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768235/ERR768235_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768235/ERR768235_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ148_S244_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ148_S244_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ148_S244_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ148_S244_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267924	ERS663901	ERX711509	ERR768236	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768236/ERR768236_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768236/ERR768236_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768236/ERR768236_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768236/ERR768236_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ149_S245_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ149_S245_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ149_S245_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ149_S245_L001_R2_001.fastq.gz
