	PoJ100_S196_L001.q20.count	PoJ101_S197_L001.q20.count	PoJ102_S198_L001.q20.count	PoJ103_S199_L001.q20.count	PoJ104_S200_L001.q20.count	PoJ105_S201_L001.q20.count	PoJ106_S202_L001.q20.count	PoJ107_S203_L001.q20.count	PoJ108_S204_L001.q20.count	PoJ109_S205_L001.q20.count	PoJ10_S10_L001.q20.count	PoJ110_S206_L001.q20.count	PoJ111_S207_L001.q20.count	PoJ112_S208_L001.q20.count	PoJ113_S209_L001.q20.count	PoJ114_S210_L001.q20.count	PoJ115_S211_L001.q20.count	PoJ116_S212_L001.q20.count	PoJ117_S213_L001.q20.count	PoJ118_S214_L001.q20.count	PoJ119_S215_L001.q20.count	PoJ11_S11_L001.q20.count	PoJ120_S216_L001.q20.count	PoJ121_S217_L001.q20.count	PoJ122_S218_L001.q20.count	PoJ123_S219_L001.q20.count	PoJ124_S220_L001.q20.count	PoJ125_S221_L001.q20.count	PoJ126_S222_L001.q20.count	PoJ127_S223_L001.q20.count	PoJ128_S224_L001.q20.count	PoJ129_S225_L001.q20.count	PoJ12_S12_L001.q20.count	PoJ130_S226_L001.q20.count	PoJ131_S227_L001.q20.count	PoJ132_S228_L001.q20.count	PoJ133_S229_L001.q20.count	PoJ134_S230_L001.q20.count	PoJ135_S231_L001.q20.count	PoJ136_S232_L001.q20.count	PoJ137_S233_L001.q20.count	PoJ138_S234_L001.q20.count	PoJ139_S235_L001.q20.count	PoJ13_S13_L001.q20.count	PoJ140_S236_L001.q20.count	PoJ141_S237_L001.q20.count	PoJ142_S238_L001.q20.count	PoJ143_S239_L001.q20.count	PoJ144_S240_L001.q20.count	PoJ145_S241_L001.q20.count	PoJ146_S242_L001.q20.count	PoJ147_S243_L001.q20.count	PoJ148_S244_L001.q20.count	PoJ149_S245_L001.q20.count	PoJ14_S14_L001.q20.count	PoJ150_S246_L001.q20.count	PoJ151_S247_L001.q20.count	PoJ152_S248_L001.q20.count	PoJ153_S249_L001.q20.count	PoJ154_S250_L001.q20.count	PoJ155_S251_L001.q20.count	PoJ156_S252_L001.q20.count	PoJ157_S253_L001.q20.count	PoJ158_S254_L001.q20.count	PoJ159_S255_L001.q20.count	PoJ15_S15_L001.q20.count	PoJ160_S256_L001.q20.count	PoJ161_S257_L001.q20.count	PoJ162_S258_L001.q20.count	PoJ163_S259_L001.q20.count	PoJ164_S260_L001.q20.count	PoJ165_S261_L001.q20.count	PoJ166_S262_L001.q20.count	PoJ167_S263_L001.q20.count	PoJ168_S264_L001.q20.count	PoJ169_S265_L001.q20.count	PoJ16_S16_L001.q20.count	PoJ170_S266_L001.q20.count	PoJ171_S267_L001.q20.count	PoJ172_S268_L001.q20.count	PoJ173_S269_L001.q20.count	PoJ174_S270_L001.q20.count	PoJ175_S271_L001.q20.count	PoJ176_S272_L001.q20.count	PoJ177_S273_L001.q20.count	PoJ178_S274_L001.q20.count	PoJ179_S275_L001.q20.count	PoJ17_S17_L001.q20.count	PoJ180_S276_L001.q20.count	PoJ181_S277_L001.q20.count	PoJ182_S278_L001.q20.count	PoJ183_S279_L001.q20.count	PoJ184_S280_L001.q20.count	PoJ185_S281_L001.q20.count	PoJ186_S282_L001.q20.count	PoJ187_S283_L001.q20.count	PoJ188_S284_L001.q20.count	PoJ189_S285_L001.q20.count	PoJ18_S18_L001.q20.count	PoJ190_S286_L001.q20.count	PoJ191_S287_L001.q20.count	PoJ192_S288_L001.q20.count	PoJ193_S97_L001.q20.count	PoJ194_S98_L001.q20.count	PoJ195_S99_L001.q20.count	PoJ196_S100_L001.q20.count	PoJ197_S101_L001.q20.count	PoJ198_S102_L001.q20.count	PoJ199_S103_L001.q20.count	PoJ19_S19_L001.q20.count	PoJ1_S1_L001.q20.count	PoJ200_S104_L001.q20.count	PoJ201_S105_L001.q20.count	PoJ202_S106_L001.q20.count	PoJ203_S107_L001.q20.count	PoJ204_S108_L001.q20.count	PoJ205_S109_L001.q20.count	PoJ206_S110_L001.q20.count	PoJ207_S111_L001.q20.count	PoJ208_S112_L001.q20.count	PoJ209_S113_L001.q20.count	PoJ20_S20_L001.q20.count	PoJ210_S114_L001.q20.count	PoJ211_S115_L001.q20.count	PoJ212_S116_L001.q20.count	PoJ213_S117_L001.q20.count	PoJ214_S118_L001.q20.count	PoJ215_S119_L001.q20.count	PoJ216_S120_L001.q20.count	PoJ217_S121_L001.q20.count	PoJ218_S122_L001.q20.count	PoJ219_S123_L001.q20.count	PoJ21_S21_L001.q20.count	PoJ220_S124_L001.q20.count	PoJ221_S125_L001.q20.count	PoJ222_S126_L001.q20.count	PoJ223_S127_L001.q20.count	PoJ224_S128_L001.q20.count	PoJ225_S129_L001.q20.count	PoJ226_S130_L001.q20.count	PoJ227_S131_L001.q20.count	PoJ228_S132_L001.q20.count	PoJ229_S133_L001.q20.count	PoJ22_S22_L001.q20.count	PoJ230_S134_L001.q20.count	PoJ231_S135_L001.q20.count	PoJ232_S136_L001.q20.count	PoJ233_S137_L001.q20.count	PoJ234_S138_L001.q20.count	PoJ235_S139_L001.q20.count	PoJ236_S140_L001.q20.count	PoJ237_S141_L001.q20.count	PoJ238_S142_L001.q20.count	PoJ239_S143_L001.q20.count	PoJ23_S23_L001.q20.count	PoJ240_S144_L001.q20.count	PoJ241_S145_L001.q20.count	PoJ242_S146_L001.q20.count	PoJ243_S147_L001.q20.count	PoJ244_S148_L001.q20.count	PoJ245_S149_L001.q20.count	PoJ246_S150_L001.q20.count	PoJ247_S151_L001.q20.count	PoJ248_S152_L001.q20.count	PoJ249_S153_L001.q20.count	PoJ24_S24_L001.q20.count	PoJ250_S154_L001.q20.count	PoJ251_S155_L001.q20.count	PoJ252_S156_L001.q20.count	PoJ253_S157_L001.q20.count	PoJ254_S158_L001.q20.count	PoJ255_S159_L001.q20.count	PoJ256_S160_L001.q20.count	PoJ257_S161_L001.q20.count	PoJ258_S162_L001.q20.count	PoJ259_S163_L001.q20.count	PoJ25_S25_L001.q20.count	PoJ260_S164_L001.q20.count	PoJ261_S165_L001.q20.count	PoJ262_S166_L001.q20.count	PoJ263_S167_L001.q20.count	PoJ264_S168_L001.q20.count	PoJ265_S169_L001.q20.count	PoJ266_S170_L001.q20.count	PoJ267_S171_L001.q20.count	PoJ268_S172_L001.q20.count	PoJ269_S173_L001.q20.count	PoJ26_S26_L001.q20.count	PoJ270_S174_L001.q20.count	PoJ271_S175_L001.q20.count	PoJ272_S176_L001.q20.count	PoJ273_S177_L001.q20.count	PoJ274_S178_L001.q20.count	PoJ275_S179_L001.q20.count	PoJ276_S180_L001.q20.count	PoJ277_S181_L001.q20.count	PoJ278_S182_L001.q20.count	PoJ279_S183_L001.q20.count	PoJ27_S27_L001.q20.count	PoJ280_S184_L001.q20.count	PoJ281_S185_L001.q20.count	PoJ282_S186_L001.q20.count	PoJ283_S187_L001.q20.count	PoJ284_S188_L001.q20.count	PoJ285_S189_L001.q20.count	PoJ286_S190_L001.q20.count	PoJ287_S191_L001.q20.count	PoJ288_S192_L001.q20.count	PoJ289_S301_L001.q20.count	PoJ28_S28_L001.q20.count	PoJ290_S302_L001.q20.count	PoJ291_S303_L001.q20.count	PoJ292_S304_L001.q20.count	PoJ293_S305_L001.q20.count	PoJ294_S306_L001.q20.count	PoJ295_S307_L001.q20.count	PoJ296_S308_L001.q20.count	PoJ297_S309_L001.q20.count	PoJ298_S310_L001.q20.count	PoJ299_S311_L001.q20.count	PoJ29_S29_L001.q20.count	PoJ2_S2_L001.q20.count	PoJ300_S312_L001.q20.count	PoJ301_S313_L001.q20.count	PoJ302_S314_L001.q20.count	PoJ303_S315_L001.q20.count	PoJ304_S316_L001.q20.count	PoJ305_S317_L001.q20.count	PoJ306_S318_L001.q20.count	PoJ307_S319_L001.q20.count	PoJ308_S320_L001.q20.count	PoJ309_S321_L001.q20.count	PoJ30_S30_L001.q20.count	PoJ310_S322_L001.q20.count	PoJ311_S323_L001.q20.count	PoJ312_S324_L001.q20.count	PoJ313_S325_L001.q20.count	PoJ314_S326_L001.q20.count	PoJ315_S327_L001.q20.count	PoJ316_S328_L001.q20.count	PoJ317_S329_L001.q20.count	PoJ318_S330_L001.q20.count	PoJ319_S331_L001.q20.count	PoJ31_S31_L001.q20.count	PoJ320_S332_L001.q20.count	PoJ321_S333_L001.q20.count	PoJ322_S334_L001.q20.count	PoJ323_S335_L001.q20.count	PoJ324_S336_L001.q20.count	PoJ325_S337_L001.q20.count	PoJ326_S338_L001.q20.count	PoJ327_S339_L001.q20.count	PoJ328_S340_L001.q20.count	PoJ329_S341_L001.q20.count	PoJ32_S32_L001.q20.count	PoJ330_S342_L001.q20.count	PoJ331_S343_L001.q20.count	PoJ332_S344_L001.q20.count	PoJ333_S345_L001.q20.count	PoJ334_S346_L001.q20.count	PoJ335_S347_L001.q20.count	PoJ336_S348_L001.q20.count	PoJ337_S349_L001.q20.count	PoJ338_S350_L001.q20.count	PoJ339_S351_L001.q20.count	PoJ33_S33_L001.q20.count	PoJ340_S352_L001.q20.count	PoJ341_S353_L001.q20.count	PoJ342_S354_L001.q20.count	PoJ343_S355_L001.q20.count	PoJ344_S356_L001.q20.count	PoJ345_S357_L001.q20.count	PoJ346_S358_L001.q20.count	PoJ347_S359_L001.q20.count	PoJ348_S360_L001.q20.count	PoJ349_S361_L001.q20.count	PoJ34_S34_L001.q20.count	PoJ350_S362_L001.q20.count	PoJ351_S363_L001.q20.count	PoJ352_S364_L001.q20.count	PoJ353_S365_L001.q20.count	PoJ354_S366_L001.q20.count	PoJ355_S367_L001.q20.count	PoJ356_S368_L001.q20.count	PoJ357_S369_L001.q20.count	PoJ358_S370_L001.q20.count	PoJ359_S371_L001.q20.count	PoJ35_S35_L001.q20.count	PoJ360_S372_L001.q20.count	PoJ361_S373_L001.q20.count	PoJ362_S374_L001.q20.count	PoJ363_S375_L001.q20.count	PoJ364_S376_L001.q20.count	PoJ365_S377_L001.q20.count	PoJ366_S378_L001.q20.count	PoJ367_S379_L001.q20.count	PoJ368_S380_L001.q20.count	PoJ369_S381_L001.q20.count	PoJ36_S36_L001.q20.count	PoJ370_S382_L001.q20.count	PoJ371_S383_L001.q20.count	PoJ372_S384_L001.q20.count	PoJ373_S385_L001.q20.count	PoJ374_S386_L001.q20.count	PoJ375_S387_L001.q20.count	PoJ376_S388_L001.q20.count	PoJ377_S389_L001.q20.count	PoJ378_S390_L001.q20.count	PoJ379_S391_L001.q20.count	PoJ37_S37_L001.q20.count	PoJ380_S392_L001.q20.count	PoJ381_S393_L001.q20.count	PoJ382_S394_L001.q20.count	PoJ383_S395_L001.q20.count	PoJ384_S396_L001.q20.count	PoJ38_S38_L001.q20.count	PoJ39_S39_L001.q20.count	PoJ3_S3_L001.q20.count	PoJ40_S40_L001.q20.count	PoJ41_S41_L001.q20.count	PoJ42_S42_L001.q20.count	PoJ43_S43_L001.q20.count	PoJ44_S44_L001.q20.count	PoJ45_S45_L001.q20.count	PoJ46_S46_L001.q20.count	PoJ47_S47_L001.q20.count	PoJ48_S48_L001.q20.count	PoJ49_S49_L001.q20.count	PoJ4_S4_L001.q20.count	PoJ50_S50_L001.q20.count	PoJ51_S51_L001.q20.count	PoJ52_S52_L001.q20.count	PoJ53_S53_L001.q20.count	PoJ54_S54_L001.q20.count	PoJ55_S55_L001.q20.count	PoJ56_S56_L001.q20.count	PoJ57_S57_L001.q20.count	PoJ58_S58_L001.q20.count	PoJ59_S59_L001.q20.count	PoJ5_S5_L001.q20.count	PoJ60_S60_L001.q20.count	PoJ61_S61_L001.q20.count	PoJ62_S62_L001.q20.count	PoJ63_S63_L001.q20.count	PoJ64_S64_L001.q20.count	PoJ65_S65_L001.q20.count	PoJ66_S66_L001.q20.count	PoJ67_S67_L001.q20.count	PoJ68_S68_L001.q20.count	PoJ69_S69_L001.q20.count	PoJ6_S6_L001.q20.count	PoJ70_S70_L001.q20.count	PoJ71_S71_L001.q20.count	PoJ72_S72_L001.q20.count	PoJ73_S73_L001.q20.count	PoJ74_S74_L001.q20.count	PoJ75_S75_L001.q20.count	PoJ76_S76_L001.q20.count	PoJ77_S77_L001.q20.count	PoJ78_S78_L001.q20.count	PoJ79_S79_L001.q20.count	PoJ7_S7_L001.q20.count	PoJ80_S80_L001.q20.count	PoJ81_S81_L001.q20.count	PoJ82_S82_L001.q20.count	PoJ83_S83_L001.q20.count	PoJ84_S84_L001.q20.count	PoJ85_S85_L001.q20.count	PoJ86_S86_L001.q20.count	PoJ87_S87_L001.q20.count	PoJ88_S88_L001.q20.count	PoJ89_S89_L001.q20.count	PoJ8_S8_L001.q20.count	PoJ90_S90_L001.q20.count	PoJ91_S91_L001.q20.count	PoJ92_S92_L001.q20.count	PoJ93_S93_L001.q20.count	PoJ94_S94_L001.q20.count	PoJ95_S95_L001.q20.count	PoJ96_S96_L001.q20.count	PoJ97_S193_L001.q20.count	PoJ98_S194_L001.q20.count	PoJ99_S195_L001.q20.count	PoJ9_S9_L001.q20.count
k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Sapindales_41937,f__Sapindaceae_23672,g__Podonephelium_557026,s__Podonephelium homei_557027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Sapindales_41937,f__Burseraceae_4014,g__Protium_173697,s__Protium sp. AmaLin tree 5-Prot-1b_1502151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Asterales_4209,f__Asteraceae_4210,g__Senecio_18794,s__Senecio glaucophyllus_281180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Asterales_4209,f__Asteraceae_4210,g__Tragopogon_13730,s__Tragopogon angustifolius_425114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0
k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malvales_41938,f__Cistaceae_69450,g__Cistus_69451,s__Cistus pouzolzii_335181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Rosales_3744,f__Rosaceae_3745,g__Sorbus_23222,s__Sorbus aria_186520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Apiales_4036,f__Apiaceae_4037,g__Angelica_40948,s__Angelica lucida_46362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Asterales_4209,f__Asteraceae_4210,g__Sinosenecio_98727,s__Sinosenecio cyclaminifolius_1045116	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
